city,region,bairro,property_type,loteamento,price,bedrooms,bathrooms,house_size,lot_size,sqft_above,sqft_basement,floors,waterfront,view,condition,grade,year_built,year_renovated,zipcode,lat,long
Farroupilha,Serra Gaúcha,Centro,Casa,—,623808,4,1.0,109,484,109,0,1.0,0,4,2,10,1992,2014,95184,-29.25941814059663,-51.35907742651928
Porto Alegre,Capital,Boa Vista,Casa,—,1759253,3,2.5,251,526,178,73,3.0,0,1,4,10,2016,0,90019,-30.03492396502572,-51.22196593381543
Gramado,Serra Gaúcha,Mato Queimado,Condomínio Residencial,—,5948605,3,3.5,253,772,198,55,2.0,0,1,3,8,2000,0,95672,-29.369114396679382,-50.84450987845369
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),141840,0,0.0,0,369,0,0,0.0,0,2,1,6,2006,0,95338,-28.984931789814954,-51.57100839818618
Gramado,Serra Gaúcha,Mato Queimado,Casa,—,2739322,4,3.0,128,275,128,0,2.0,0,1,5,5,1994,0,95672,-29.382801917529854,-50.86184741121115
Porto Alegre,Capital,Partenon,Apartamento,—,739885,3,1.0,92,92,92,0,6.0,0,0,2,8,2021,0,90017,-30.062431855007905,-51.21659523953826
Bento Gonçalves,Serra Gaúcha,Fátima,Casa,—,769065,2,2.0,108,704,108,0,2.0,0,4,5,10,1997,0,95701,-29.16524028698069,-51.514848614294635
Veranópolis,Serra Gaúcha,Renovação,Terreno,Renovação,393611,0,0.0,0,509,0,0,0.0,0,0,1,4,1990,0,95332,-28.961975034336586,-51.56276106616255
Gramado,Serra Gaúcha,Centro,Condomínio Residencial,—,6790587,3,3.5,249,363,249,0,2.0,0,3,4,12,1971,0,95677,-29.342865410921824,-50.86126023147967
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,1744020,4,3.0,267,535,267,0,3.0,0,2,4,5,2004,0,95708,-29.21577585066676,-51.52314750130276
Nova Prata,Serra Gaúcha,São Cristóvão,Terreno,Lot. Colinas do Caravaggio,155445,0,0.0,0,396,0,0,0.0,0,0,1,5,2009,0,95328,-28.822384404365916,-51.60517526468757
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Casa,—,700380,4,3.5,165,509,165,0,2.0,0,1,3,9,1977,2010,95157,-29.36514591156363,-51.11848396206312
Garibaldi,Serra Gaúcha,Bela Vista,Apartamento,—,727294,3,1.0,142,142,142,0,4.0,0,1,3,9,1991,0,95721,-29.22954485370253,-51.56644515834389
Caxias do Sul,Serra Gaúcha,Centro,Terreno,—,746845,0,0.0,0,414,0,0,0.0,0,0,2,6,2005,0,95010,-29.217405650911438,-51.226725212701815
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,295000,0,0.0,0,480,0,0,0.0,0,0,3,6,2024,0,95335,-28.86847227287479,-51.60466101340638
Porto Alegre,Capital,Mont'Serrat,Casa,—,2300951,3,1.0,280,878,280,0,3.0,0,1,4,5,1994,0,90010,-30.023587128605637,-51.190520504254806
Caxias do Sul,Serra Gaúcha,Santa Catarina,Comercial,—,2192346,0,2.0,322,386,322,0,1.0,0,1,3,7,1975,2003,95014,-29.126306098822944,-51.19446419542554
Porto Alegre,Capital,Centro Histórico,Apartamento,—,1212861,3,1.0,179,179,179,0,3.0,0,3,2,8,2001,2003,90010,-30.02348942514228,-51.21115722799581
Veranópolis,Serra Gaúcha,Interior,Casa,—,346545,3,1.0,115,242,115,0,1.0,0,4,3,5,1994,0,95332,-28.938233139626412,-51.561496136055155
Caxias do Sul,Serra Gaúcha,Santa Catarina,Casa,—,878967,3,2.0,117,575,117,0,2.0,0,3,2,5,1988,0,95018,-29.186838713029207,-51.15751079147586
Canela,Serra Gaúcha,São José,Comercial,—,480231,0,2.0,43,174,43,0,2.0,0,1,2,7,2010,2009,95689,-29.354027121367423,-50.81243347221528
Caxias do Sul,Serra Gaúcha,Santa Catarina,Apartamento,—,683971,2,2.0,90,90,90,0,5.0,0,3,3,10,2020,0,95019,-29.144024510355035,-51.21568554609445
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Condomínio Residencial,—,3585303,2,3.0,344,922,334,10,2.0,0,3,4,10,1993,0,95014,-29.186510866334412,-51.16095699586051
Vila Flores,Serra Gaúcha,Centro,Casa,—,334602,3,1.5,131,682,66,65,1.0,0,4,4,7,1977,0,95342,-28.853387012798922,-51.60896062423877
Canela,Serra Gaúcha,Centro,Terreno,—,3182418,0,0.0,0,958,0,0,0.0,0,1,2,5,2010,0,95682,-29.363918726553706,-50.84012584638244
Caxias do Sul,Serra Gaúcha,Exposição,Apartamento,—,686272,3,2.0,89,89,89,0,5.0,0,1,4,8,1970,0,95017,-29.1685911514946,-51.2210499084574
Porto Alegre,Capital,Menino Deus,Terreno,—,1740675,0,0.0,0,930,0,0,0.0,0,0,1,5,2000,0,90015,-29.986354587419463,-51.22293035994247
Caxias do Sul,Serra Gaúcha,Sanvitto,Condomínio Residencial,—,2448846,2,3.5,233,441,233,0,2.0,0,2,4,10,1981,0,95010,-29.15409696941971,-51.17461654197321
Farroupilha,Serra Gaúcha,São Caetano,Casa,—,1556516,4,1.5,266,553,266,0,1.0,0,4,4,8,1976,0,95182,-29.22899370248215,-51.32858379676576
Veranópolis,Serra Gaúcha,Femaçã,Casa,—,550055,4,1.0,178,297,178,0,3.0,0,4,4,9,2004,0,95334,-28.93661993131343,-51.543945478760705
Canela,Serra Gaúcha,Reserva da Serra,Casa,—,1646951,4,3.0,122,280,122,0,1.0,0,3,2,6,1997,2014,95683,-29.37217340494137,-50.84422537823302
Canela,Serra Gaúcha,Industrial,Condomínio Residencial,—,5334205,3,2.0,276,775,276,0,2.0,0,2,4,12,2010,0,95681,-29.404871798917867,-50.78865107089444
Porto Alegre,Capital,Centro Histórico,Apartamento,—,1292809,1,1.0,169,169,169,0,8.0,0,1,5,6,1983,0,90016,-30.030658872034063,-51.25475808942894
Vila Flores,Serra Gaúcha,Centro,Terreno,Clube Residencial Paraíso,196206,0,0.0,0,944,0,0,0.0,0,0,2,6,2011,0,95341,-28.90848937229473,-51.62040470124514
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,346000,0,0.0,0,475,0,0,0.0,0,0,3,6,2024,0,95335,-28.85780210765838,-51.612778858339915
Gramado,Serra Gaúcha,Três Pinheiros,Condomínio Residencial,—,6175977,2,2.0,241,408,194,47,1.0,0,3,5,11,2020,0,95675,-29.42138605920678,-50.85211689059615
Porto Alegre,Capital,Moinhos de Vento,Comercial,—,2237708,0,1.0,359,518,359,0,1.0,0,2,4,6,1975,0,90012,-30.009676828825114,-51.231361365019225
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,808886,1,1.0,109,109,109,0,3.0,0,3,3,8,1993,0,95013,-29.168165590996363,-51.2087846413094
Caxias do Sul,Serra Gaúcha,Centro,Condomínio Residencial,—,3229796,3,3.0,333,917,311,22,3.0,0,4,4,8,2002,2009,95015,-29.1593508564206,-51.20030328186695
Caxias do Sul,Serra Gaúcha,Exposição,Condomínio Residencial,—,2325725,2,2.5,236,807,236,0,2.0,0,3,4,9,1975,2023,95014,-29.16265456918182,-51.13553625968094
Bento Gonçalves,Serra Gaúcha,São Roque,Condomínio Residencial,—,1035612,4,3.5,124,594,124,0,2.0,0,1,3,12,1997,0,95709,-29.183151562507398,-51.52244969842304
Garibaldi,Serra Gaúcha,São João,Casa,—,413270,3,2.0,80,350,80,0,2.0,0,4,3,10,1999,0,95724,-29.30632962316823,-51.49270601107481
Porto Alegre,Capital,Centro Histórico,Apartamento,—,384483,3,2.0,56,56,56,0,4.0,0,2,4,8,1992,2016,90019,-30.03983638781252,-51.17946318313522
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),131456,0,0.0,0,364,0,0,0.0,0,1,2,5,1994,0,95331,-28.9504492102616,-51.551217863103204
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,402826,1,2.0,48,48,48,0,6.0,0,2,5,10,2021,0,95017,-29.206880525272727,-51.22876380276661
Canela,Serra Gaúcha,Fontes do Ipê,Casa,—,3410826,4,2.0,255,792,211,44,2.0,0,3,3,6,1988,2022,95684,-29.391801106647314,-50.78181259820894
Nova Petrópolis,Serra Gaúcha,Vila Nova,Condomínio Residencial,—,954902,4,3.5,182,396,131,51,2.0,0,4,4,9,1988,0,95159,-29.35289724621114,-51.10855960493317
Vila Flores,Serra Gaúcha,Linha Aimoré,Terreno,Linha Aimoré,193321,0,0.0,0,888,0,0,0.0,0,1,3,5,2020,0,95337,-28.893337478437314,-51.60038031740421
Farroupilha,Serra Gaúcha,Desvio Rizzo,Casa,—,569624,3,2.5,102,483,102,0,1.0,0,3,2,5,2014,2006,95182,-29.188763464200875,-51.337461449860285
Porto Alegre,Capital,Três Figueiras,Apartamento,—,385880,1,1.0,51,51,51,0,2.0,0,3,4,8,2021,0,90017,-30.00073896057559,-51.263906817496064
Canela,Serra Gaúcha,Centro,Comercial,—,4528245,0,1.0,343,402,343,0,2.0,0,2,4,7,1999,2000,95687,-29.36361288761421,-50.77476112956452
Farroupilha,Serra Gaúcha,Cinquentenário,Casa,—,581530,4,2.0,105,255,105,0,1.0,0,4,3,8,2012,2012,95188,-29.192929782725553,-51.37394705866777
Porto Alegre,Capital,Cristal,Apartamento,—,1306810,2,1.0,165,165,165,0,12.0,0,3,4,8,2018,0,90019,-30.052547708472996,-51.263405231584166
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Apartamento,—,624841,1,2.0,85,85,85,0,2.0,0,2,5,9,2006,0,95019,-29.200526512867594,-51.149421249536424
Gramado,Serra Gaúcha,Três Pinheiros,Casa,—,5404192,3,1.0,260,484,197,63,1.0,0,2,5,5,2012,0,95671,-29.374004546730553,-50.86979892399137
Porto Alegre,Capital,Partenon,Apartamento,—,837861,2,2.0,108,108,108,0,2.0,0,0,4,7,1989,0,90017,-30.06917047417668,-51.22043485942615
Caxias do Sul,Serra Gaúcha,Centro,Condomínio Residencial,—,1538272,4,3.0,151,455,151,0,2.0,0,0,4,11,2020,0,95014,-29.118294366124395,-51.17633221284879
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,681954,2,2.0,89,89,89,0,3.0,0,2,5,10,1978,0,95016,-29.131814599029774,-51.21795550123776
Bento Gonçalves,Serra Gaúcha,São Roque,Condomínio Residencial,—,1527003,3,3.0,187,547,187,0,2.0,0,3,5,8,2009,2020,95708,-29.162280127588037,-51.51585096914434
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,1030428,2,2.0,127,127,127,0,6.0,0,1,5,10,1997,0,95012,-29.149178711996385,-51.18632008019942
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),117050,0,0.0,0,345,0,0,0.0,0,2,3,3,1992,0,95334,-28.9766215546916,-51.517963672524
Veranópolis,Serra Gaúcha,São Pelegrino,Comercial,—,889412,0,2.0,385,515,385,0,1.0,0,0,4,9,2020,0,95335,-28.90921352274013,-51.54939925994874
Nova Prata,Serra Gaúcha,Centro,Casa,—,744356,4,3.5,224,464,224,0,1.0,0,2,5,6,2000,0,95320,-28.808143526539418,-51.65376509972785
Bento Gonçalves,Serra Gaúcha,São Roque,Apartamento,—,576988,3,2.0,86,86,86,0,6.0,0,0,4,6,1971,0,95705,-29.198152020419997,-51.496212544560436
Porto Alegre,Capital,Centro Histórico,Apartamento,—,1186252,2,2.0,159,159,159,0,3.0,0,3,3,9,1982,0,90012,-30.047590794076935,-51.241700326276934
Gramado,Serra Gaúcha,Canavial,Casa,—,2834758,4,3.0,139,348,118,21,3.0,0,0,3,6,2013,0,95676,-29.412106201940116,-50.85201847683642
Nova Prata,Serra Gaúcha,Centro,Casa,—,723360,2,1.5,206,646,206,0,1.0,1,2,2,7,1979,2019,95326,-28.81806203417182,-51.57711606256159
Garibaldi,Serra Gaúcha,Centro,Condomínio Residencial,—,1259012,2,2.0,203,322,203,0,1.0,0,4,3,8,1972,0,95723,-29.29511798991409,-51.51261544199892
Farroupilha,Serra Gaúcha,Pio X,Apartamento,—,717896,1,2.0,126,126,126,0,5.0,0,1,5,10,1970,0,95185,-29.20914394740807,-51.388206102363306
Caxias do Sul,Serra Gaúcha,Sagrada Família,Condomínio Residencial,—,1904918,3,2.5,190,338,190,0,3.0,0,0,4,10,1976,0,95010,-29.16443894809321,-51.20669122187072
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Casa,—,2116064,2,2.5,238,784,238,0,2.0,0,2,5,10,1997,0,95011,-29.211380851796637,-51.17383781188081
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,262752,0,0.0,0,630,0,0,0.0,0,3,1,4,1996,0,95334,-28.92853600982408,-51.5116835019843
Nova Prata,Serra Gaúcha,Santa Cruz,Apartamento,—,328264,2,1.0,95,95,95,0,8.0,0,4,5,8,1988,0,95329,-28.757661268466975,-51.579879930484616
Veranópolis,Serra Gaúcha,Renovação,Comercial,—,887645,0,1.0,399,445,399,0,2.0,0,2,4,7,1976,2005,95331,-28.975021710421135,-51.511380727568266
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,1094902,4,1.0,132,350,84,48,1.0,0,2,5,8,1997,0,95015,-29.18421028682708,-51.15836604462317
Porto Alegre,Capital,Petrópolis,Casa,—,2191544,3,1.5,269,451,269,0,1.0,0,2,3,7,2013,0,90011,-29.993884398923726,-51.20416109014057
Nova Prata,Serra Gaúcha,Santa Cruz,Terreno,Lot. Schneider,220063,0,0.0,0,353,0,0,0.0,0,2,2,4,2017,0,95323,-28.744797939472143,-51.65469498149874
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Cond. Jardim Europa,280367,0,0.0,0,1247,0,0,0.0,0,0,1,6,2016,0,95335,-28.95910677686552,-51.50891687231453
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,2036194,3,1.0,274,842,220,54,1.0,0,1,2,5,2016,2020,95015,-29.172588020757264,-51.13624453399794
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,326000,0,0.0,0,420,0,0,0.0,0,2,3,6,2020,0,95335,-28.861836260331955,-51.5962370481752
Veranópolis,Serra Gaúcha,São Pelegrino,Casa,—,662914,4,2.0,240,572,240,0,1.0,0,2,5,6,2019,0,95337,-28.953038585078193,-51.60736851507031
Nova Prata,Serra Gaúcha,Centro,Casa,—,812351,2,1.5,235,778,235,0,2.0,0,0,3,10,1970,0,95329,-28.76980401449428,-51.59465475595081
Canela,Serra Gaúcha,Jardim,Casa,—,2128084,2,1.0,142,428,142,0,1.0,0,3,4,7,1986,0,95689,-29.331194672039285,-50.80734415324534
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,642924,3,1.0,80,490,80,0,2.0,0,1,5,5,2016,2014,95010,-29.129240297943202,-51.181745248658636
Caxias do Sul,Serra Gaúcha,Santa Catarina,Casa,—,2069757,4,2.0,235,807,235,0,2.0,0,2,2,9,1991,0,95011,-29.158761614963087,-51.221188209121046
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Comercial,—,1324753,0,2.0,358,548,358,0,1.0,0,1,5,8,1990,0,95153,-29.402768637414862,-51.14853196953335
Porto Alegre,Capital,Cristal,Apartamento,—,1304223,1,1.0,162,162,162,0,1.0,1,3,5,6,2005,0,90018,-30.082875375629612,-51.180097955813224
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,265000,0,0.0,0,428,0,0,0.0,0,2,3,6,2019,0,95335,-28.851882310464575,-51.61299781696141
Porto Alegre,Capital,Boa Vista,Apartamento,—,368185,3,2.0,48,48,48,0,7.0,0,2,4,6,2013,2013,90018,-30.027656011636427,-51.20569459717802
Canela,Serra Gaúcha,Centro,Terreno,—,2599364,0,0.0,0,785,0,0,0.0,0,3,2,5,2019,0,95683,-29.33972633803562,-50.76388543859443
Vila Flores,Serra Gaúcha,Bairro Alto,Comercial,—,655327,0,2.0,293,491,293,0,1.0,0,0,3,5,1980,2016,95341,-28.829150270023256,-51.63251822496865
Nova Prata,Serra Gaúcha,São Cristóvão,Casa,—,937107,3,2.0,283,485,283,0,1.0,0,0,5,6,1982,0,95321,-28.81142284129882,-51.58423355166264
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,1436488,2,2.0,176,176,176,0,5.0,0,0,5,8,2003,2023,95013,-29.156514872043957,-51.163731934424696
Garibaldi,Serra Gaúcha,Santa Marta,Apartamento,—,795408,3,1.0,159,159,159,0,7.0,0,3,2,6,1976,2000,95723,-29.293785248738526,-51.55016210940404
Veranópolis,Serra Gaúcha,Femaçã,Casa,—,463928,4,1.0,143,354,143,0,1.0,0,3,4,5,1982,0,95337,-28.975390198835782,-51.52521287561725
Nova Prata,Serra Gaúcha,Centro,Terreno,Lot. Gênova,235312,0,0.0,0,362,0,0,0.0,0,1,1,3,1994,0,95324,-28.760473109200028,-51.587021918523384
Canela,Serra Gaúcha,Centro,Casa,—,2890894,2,1.0,184,558,184,0,2.0,0,2,2,5,1989,0,95686,-29.326776045903593,-50.842428004066456
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Casa,—,987978,3,3.0,207,528,207,0,2.0,0,0,2,6,1971,0,95156,-29.368679155734377,-51.07066520939903
Veranópolis,Serra Gaúcha,Interior,Apartamento,—,134464,1,1.0,48,48,48,0,10.0,0,2,2,10,1973,2006,95335,-28.915289964372818,-51.577659065367236
Veranópolis,Serra Gaúcha,Interior,Casa,—,778010,4,1.0,241,450,241,0,1.0,0,2,2,10,2019,0,95330,-28.986031936180186,-51.607761785454365
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Cond. Jardim Europa,632051,0,0.0,0,1163,0,0,0.0,0,1,1,3,2012,0,95332,-28.985501711120712,-51.511162143946365
Garibaldi,Serra Gaúcha,Centro,Casa,—,796816,3,1.0,161,520,161,0,2.0,1,4,2,8,2019,0,95726,-29.26497309706897,-51.529897087658156
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,270000,0,0.0,0,406,0,0,0.0,0,1,3,6,2024,0,95335,-28.870811843392243,-51.5950771166874
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,148040,0,0.0,0,437,0,0,0.0,0,0,3,6,1996,0,95336,-28.821582294443406,-51.64384173553959
Porto Alegre,Capital,Cristal,Apartamento,—,1193933,2,1.0,155,155,155,0,7.0,0,1,4,8,2003,0,90014,-30.065835770821142,-51.18327504802709
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Apartamento,—,692526,2,2.0,81,81,81,0,3.0,0,2,5,8,1990,2013,95012,-29.164341853253273,-51.13777124841703
Nova Prata,Serra Gaúcha,Clivatti,Casa,—,710712,3,1.0,190,270,162,28,2.0,0,0,2,7,1983,0,95326,-28.80633727375784,-51.663386127199736
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,232202,0,0.0,0,555,0,0,0.0,0,3,3,6,2015,0,95336,-28.86851027211241,-51.589015458076474
Porto Alegre,Capital,Chácara das Pedras,Condomínio Residencial,—,2145397,4,2.5,248,671,248,0,2.0,0,3,5,9,2017,2017,90019,-30.041573799242173,-51.18245525215084
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,869701,3,1.0,114,114,114,0,8.0,0,0,4,8,2007,0,95017,-29.169997062360107,-51.21619681172108
Canela,Serra Gaúcha,Jardim,Apartamento,—,1355877,2,2.0,88,88,88,0,3.0,0,0,4,9,2003,0,95681,-29.339620306171508,-50.79364464547021
Caxias do Sul,Serra Gaúcha,São Pelegrino,Comercial,—,1647700,0,2.0,232,250,232,0,1.0,0,0,3,7,2009,2013,95016,-29.199895245085226,-51.21566035506847
Farroupilha,Serra Gaúcha,Cinquentenário,Casa,—,883309,2,3.0,161,374,161,0,2.0,0,4,4,10,1994,0,95184,-29.225375404399262,-51.37456825102297
Gramado,Serra Gaúcha,Morada da Serra,Terreno,—,2192174,0,0.0,0,482,0,0,0.0,0,1,1,4,2003,0,95673,-29.373876030809175,-50.85559718034758
Caxias do Sul,Serra Gaúcha,Santa Catarina,Casa,—,1915859,4,2.0,235,472,193,42,3.0,0,4,5,5,2011,2010,95014,-29.207817211818504,-51.18930736173435
Bento Gonçalves,Serra Gaúcha,Centro,Apartamento,—,1107757,1,2.0,173,173,173,0,6.0,0,0,5,9,1997,2000,95704,-29.191298499551355,-51.56314887704837
Nova Prata,Serra Gaúcha,Centro,Casa,—,488749,4,3.5,133,426,133,0,1.0,0,3,5,9,1977,0,95329,-28.80088123396571,-51.56546761866879
Porto Alegre,Capital,Partenon,Apartamento,—,952854,2,2.0,116,116,116,0,3.0,0,1,3,7,1978,2008,90013,-30.060901163667253,-51.1982879517904
Porto Alegre,Capital,Cidade Baixa,Comercial,—,2378565,0,1.0,344,441,344,0,1.0,0,0,5,9,2001,0,90015,-30.026347173632427,-51.175673244932774
Porto Alegre,Capital,Cristal,Casa,—,558215,2,2.5,72,300,72,0,1.0,0,2,3,8,1999,0,90019,-30.08439356444691,-51.17513285863487
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,420000,0,0.0,0,800,0,0,0.0,0,1,3,6,2025,0,95335,-28.874378133148987,-51.59601503535522
Caxias do Sul,Serra Gaúcha,São Pelegrino,Terreno,—,1712285,0,0.0,0,1060,0,0,0.0,0,1,1,6,2015,0,95011,-29.201613490999673,-51.19815816631275
Veranópolis,Serra Gaúcha,Interior,Casa,—,736866,4,1.0,220,639,220,0,2.0,0,0,5,9,1974,0,95339,-28.92643871903044,-51.52490647415262
Gramado,Serra Gaúcha,Várzea Grande,Casa,—,3693228,2,2.5,169,651,169,0,3.0,0,4,5,9,2001,2008,95673,-29.380723644863785,-50.86966073196408
Garibaldi,Serra Gaúcha,Centro,Casa,—,540898,3,3.0,101,615,101,0,1.0,0,0,5,9,2001,0,95727,-29.29037922388543,-51.53390611684736
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,524005,1,2.0,75,75,75,0,4.0,0,4,5,9,1978,0,90018,-30.02259830549292,-51.207905039765194
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,1260741,3,3.5,183,757,122,61,2.0,0,4,5,10,1971,0,95708,-29.138281466600283,-51.500742198741875
Nova Prata,Serra Gaúcha,Interior,Terreno,Condomínio fechado interior,343283,0,0.0,0,2149,0,0,0.0,0,3,1,4,2009,0,95329,-28.7364657614623,-51.61665265600622
Caxias do Sul,Serra Gaúcha,São Pelegrino,Condomínio Residencial,—,1536404,2,3.5,167,645,167,0,2.0,0,2,3,8,1973,0,95014,-29.14602984291106,-51.16309877574464
Garibaldi,Serra Gaúcha,Bela Vista,Apartamento,—,751711,2,2.0,167,167,167,0,7.0,0,0,5,7,2004,0,95723,-29.221154140002753,-51.50084864042475
Porto Alegre,Capital,Moinhos de Vento,Condomínio Residencial,—,2809570,3,2.0,301,808,292,9,2.0,0,4,3,9,1986,2014,90019,-30.03415568976756,-51.25874304105384
Porto Alegre,Capital,Mont'Serrat,Condomínio Residencial,—,2594127,3,2.5,295,770,295,0,1.0,1,3,5,8,2010,0,90014,-30.024208596502724,-51.26620333994875
Veranópolis,Serra Gaúcha,Medianeira,Apartamento,—,360519,1,1.0,111,111,111,0,1.0,0,3,5,9,1974,2012,95331,-28.971572772862675,-51.54148054767483
Porto Alegre,Capital,Petrópolis,Apartamento,—,1363348,2,1.0,179,179,179,0,2.0,0,1,2,6,1998,2008,90010,-30.020121033686383,-51.19041145019208
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,386401,3,1.5,144,517,144,0,1.0,0,1,3,8,2017,2017,95344,-28.82559219815142,-51.606472287616306
Vila Flores,Serra Gaúcha,Linha Aimoré,Terreno,Linha Aimoré,183159,0,0.0,0,876,0,0,0.0,0,2,1,4,2016,0,95338,-28.858107271840776,-51.62406027395808
Porto Alegre,Capital,Mont'Serrat,Casa,—,706166,4,3.0,86,604,86,0,1.0,0,1,5,8,1998,0,90016,-29.991094691874153,-51.17406233510652
Nova Prata,Serra Gaúcha,São Cristóvão,Casa,—,432538,4,3.5,126,544,126,0,1.0,0,0,3,7,2000,2002,95324,-28.81453597979378,-51.63351845899661
Gramado,Serra Gaúcha,Morada da Serra,Condomínio Residencial,—,7841368,4,2.0,322,790,303,19,3.0,0,0,3,12,2010,0,95674,-29.349064918724014,-50.83033065919846
Farroupilha,Serra Gaúcha,Pio X,Condomínio Residencial,—,1781007,3,3.5,236,359,236,0,3.0,0,1,4,12,1979,0,95185,-29.273050850809042,-51.3381550235023
Bento Gonçalves,Serra Gaúcha,São Bento,Condomínio Residencial,—,2591946,2,3.5,305,766,305,0,1.0,0,0,5,8,1980,2019,95701,-29.190120487753152,-51.474378856587165
Veranópolis,Serra Gaúcha,Renovação,Comercial,—,122806,0,1.0,48,81,48,0,3.0,0,2,3,6,2016,2009,95330,-28.972283908116594,-51.58164289668303
Farroupilha,Serra Gaúcha,Centro,Casa,—,1054599,3,2.0,203,659,183,20,2.0,0,2,5,5,1986,0,95184,-29.184202009766093,-51.301441989799244
Bento Gonçalves,Serra Gaúcha,Fátima,Casa,—,1682685,3,3.0,273,725,226,47,1.0,0,4,3,8,1985,0,95701,-29.165610698083643,-51.53192279810081
Bento Gonçalves,Serra Gaúcha,Charqueadas,Terreno,—,1252768,0,0.0,0,908,0,0,0.0,0,2,1,5,1994,0,95703,-29.211812871406657,-51.50655834282358
Farroupilha,Serra Gaúcha,Desvio Rizzo,Apartamento,—,422204,2,1.0,71,71,71,0,10.0,0,3,3,6,2020,0,95184,-29.191106738114463,-51.3447817088518
Nova Petrópolis,Serra Gaúcha,Vila Nova,Apartamento,—,427100,3,2.0,98,98,98,0,6.0,0,3,4,8,1995,0,95150,-29.419802705237608,-51.16335812206631
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,278000,0,0.0,0,434,0,0,0.0,0,2,3,6,2024,0,95335,-28.86060459111805,-51.604807592097565
Caxias do Sul,Serra Gaúcha,Sagrada Família,Comercial,—,903372,0,1.0,137,312,137,0,1.0,0,0,5,5,2006,2008,95010,-29.212408154444578,-51.2269584513652
Caxias do Sul,Serra Gaúcha,Centro,Comercial,—,1072067,0,2.0,139,205,139,0,1.0,0,0,4,8,1992,2018,95014,-29.179098412021265,-51.15644709626509
Vila Flores,Serra Gaúcha,Centro,Casa,—,425250,2,2.0,182,669,182,0,1.0,0,3,2,9,1990,0,95341,-28.81605098673163,-51.55295487601855
Bento Gonçalves,Serra Gaúcha,Charqueadas,Casa,—,1321666,3,1.0,222,696,222,0,2.0,0,1,4,5,1980,0,95707,-29.16682108694529,-51.52160418597321
Canela,Serra Gaúcha,Centro,Casa,—,1216777,2,3.0,79,534,79,0,2.0,0,4,2,10,2007,0,95681,-29.38712684733872,-50.81764916014055
Porto Alegre,Capital,Bela Vista,Condomínio Residencial,—,1227118,2,3.0,136,351,136,0,3.0,0,2,5,10,1993,0,90019,-30.0145840583924,-51.169911453139534
